Year,Age,Gender,City,Position,Years of experience,Current level,Current Salary,Main language at work,Company size,Company type
2018,27.0,Male,Berlin,Scala developer,5.0,Middle,63000.0,English,1000+,E-Commerce
2018,30.0,Male,Berlin,Front-end developer ,8.0,Senior,73300.0,English,1000+,Product
2018,32.0,Male,München,DevOps Architect ,10.0,Senior,115000.0,English,1000+,Development
2018,34.0,Male,Berlin,QA Engineer,12.0,Senior,73500.0,English,100-1000,Product
2018,31.0,Male,Berlin,Software Developer,10.0,Senior,83000.0,English,1000+,Product
2018,33.0,Male,Krakow,DevOps Engineer,7.0,Senior,42000.0,English,100-1000,Outsource
2018,39.0,Female,München,BI Developer,5.0,Middle,56000.0,English,1000+,Product
2018,30.0,Male,Berlin,Senior Software Engineer,9.0,Senior,130000.0,English,1000+,Product
2018,24.0,Male,Berlin,SEM Manager,5.0,Middle,45000.0,English,100-1000,Startup
2018,32.0,Male,Dublin,IOS developer ,7.0,Senior,57000.0,English,50-100,Product
2018,29.0,Female,Amsterdam,Backend developer,4.0,Middle,58000.0,English,10-50,Startup
2018,30.0,Male,Amsterdam,Lead developer,8.0,Senior,65000.0,English,1000+,
2018,23.0,Male,Eindhoven,Python Developer,5.0,Senior,47500.0,English,50-100,Product
2018,33.0,Male,München,iOS Developer,12.0,Middle,70000.0,English,,Product
2018,21.0,Male,Amsterdam,Software Engineer 2(Frontend),4.0,Middle,90000.0,English,1000+,Product
2018,32.0,Female,Berlin,QA Automation Engineer,5.0,Middle,50000.0,English,50-100,Startup
2018,33.0,Male,Berlin,Senior Software Engineer,12.0,Senior,85000.0,English,1000+,Product
2018,30.0,Male,Amsterdam ,Systems engineer,8.0,Senior,65000.0,English,1000+,Product
